Original Form Number,Original Form Title,Form URL,Extracted Form Number,Case Type,Legal Action,Original PDF URLs,Resolved PDF URLs,PDF Filenames
4-13,Petition for Enforcement of Order Made By Another Court (Support),https://www.nycourts.gov/forms/petition-enforcement-order-made-another-court-support?topic=611&wrapped=true,4-13,"Family Forms, Child Support",,https://www.nycourts.gov/media/14731|https://www.nycourts.gov/media/14736,https://webfiles.nycourts.gov/public/2025-12/4-13.pdf|https://webfiles.nycourts.gov/public/2025-12/4-13.docx,4-13.pdf|4-13.docx
4-15,Petition for Relief from Support Payments and Commitment,https://www.nycourts.gov/forms/petition-relief-support-payments-and-commitment?topic=611&wrapped=true,4-15,"Family Forms, Child Support",,https://www.nycourts.gov/media/13621|https://www.nycourts.gov/media/13626,https://webfiles.nycourts.gov/public/2025-12/4-15.pdf|https://webfiles.nycourts.gov/public/2025-12/4-15.doc,4-15.pdf|4-15.doc
4-18,Petition for Support After Acknowledgment of Parentage (Individual),https://www.nycourts.gov/forms/petition-support-after-acknowledgment-parentage-individual?topic=611&wrapped=true,4-18,"Family Forms, Child Support",,https://www.nycourts.gov/media/13101|https://www.nycourts.gov/media/13106,https://webfiles.nycourts.gov/public/2025-12/4-18.pdf|https://webfiles.nycourts.gov/public/2025-12/4-18.docx,4-18.pdf|4-18.docx
4-18,Petition for Support After Acknowledgment of Paternity (Individual),https://www.nycourts.gov/forms/petition-support-after-acknowledgment-paternity-individual?topic=611&wrapped=true,4-18,Family Forms,,https://www.nycourts.gov/media/13101|https://www.nycourts.gov/media/13106,https://webfiles.nycourts.gov/public/2025-12/4-18.pdf|https://webfiles.nycourts.gov/public/2025-12/4-18.docx,4-18.pdf|4-18.docx
4-18a,Petition for Support After Acknowledgment of Parentage (Commissioner),https://www.nycourts.gov/forms/petition-support-after-acknowledgment-parentage-commissioner?topic=611&wrapped=true,4-18a,"Family Forms, Child Support",,https://www.nycourts.gov/media/12926|https://www.nycourts.gov/media/12931,https://webfiles.nycourts.gov/public/2025-12/4-18a.pdf|https://webfiles.nycourts.gov/public/2025-12/4-18a_0.docx,4-18a.pdf|4-18a_0.docx
4-18a,Petition for Support After Acknowledgment of Paternity (Commissioner),https://www.nycourts.gov/forms/petition-support-after-acknowledgment-paternity-commissioner?topic=611&wrapped=true,4-18a,Family Forms,,https://www.nycourts.gov/media/12926|https://www.nycourts.gov/media/12931,https://webfiles.nycourts.gov/public/2025-12/4-18a.pdf|https://webfiles.nycourts.gov/public/2025-12/4-18a_0.docx,4-18a.pdf|4-18a_0.docx
4-23,Qualified Domestic Relations Order,https://www.nycourts.gov/forms/qualified-domestic-relations-order?topic=611&wrapped=true,4-23,"Family Forms, Child Support",,https://www.nycourts.gov/media/15256|https://www.nycourts.gov/media/15261,https://webfiles.nycourts.gov/public/2025-12/4-23.pdf|https://webfiles.nycourts.gov/public/2025-12/4-23.doc,4-23.pdf|4-23.doc
"4-24a, 5-16a, UIFSA-10","Support, Paternity, UIFSA - Order on Electronic Testimony Application",https://www.nycourts.gov/forms/support-paternity-uifsa-order-electronic-testimony-application?topic=611&wrapped=true,"4-24a, 5-16a, UIFSA-10","Family Forms, Child Support, Family - Paternity",,https://www.nycourts.gov/media/20476|https://www.nycourts.gov/media/20481|https://www.nycourts.gov/media/27141|https://www.nycourts.gov/media/27146,https://webfiles.nycourts.gov/public/2026-01/4-24a.pdf|https://webfiles.nycourts.gov/public/2026-01/4-24a.doc|https://webfiles.nycourts.gov/public/2026-03/ncfc-elctronictestimony.pdf|https://webfiles.nycourts.gov/public/2026-03/ncfc-electronictestimonyfillable.pdf,4-24a.pdf|4-24a.doc|ncfc-elctronictestimony.pdf|ncfc-electronictestimonyfillable.pdf
4-SM-1,Stipulation for Child Support,https://www.nycourts.gov/forms/stipulation-child-support?topic=611&wrapped=true,4-SM-1,"Family Forms, Child Support",,https://www.nycourts.gov/media/15296|https://www.nycourts.gov/media/15301,https://webfiles.nycourts.gov/public/2025-12/4-sm-1.pdf|https://webfiles.nycourts.gov/public/2025-12/4-sm-1.doc,4-sm-1.pdf|4-sm-1.doc
5-1-a,Summons - Paternity,https://www.nycourts.gov/forms/summons-paternity?topic=611&wrapped=true,5-1-a,"Family Forms, Family - Paternity",,https://www.nycourts.gov/media/19551|https://www.nycourts.gov/media/19556|https://www.nycourts.gov/media/19561,https://webfiles.nycourts.gov/public/2026-01/5-1a.pdf|https://webfiles.nycourts.gov/public/2026-01/5-1a.doc|https://webfiles.nycourts.gov/public/2026-01/5-1a.WPD,5-1a.pdf|5-1a.doc|5-1a.WPD
5-1-c,Summons - Paternity (Non-Resident),https://www.nycourts.gov/forms/summons-paternity-non-resident?topic=611&wrapped=true,5-1-c,"Family Forms, Family - Paternity",,https://www.nycourts.gov/media/12986|https://www.nycourts.gov/media/12991|https://www.nycourts.gov/media/12996,https://webfiles.nycourts.gov/public/2025-12/5-1c.pdf|https://webfiles.nycourts.gov/public/2025-12/5-1b.doc|https://webfiles.nycourts.gov/public/2025-12/5-1c.wpd,5-1c.pdf|5-1b.doc|5-1c.wpd
5-1b,Summons - Paternity (Non-Party Spouse or Former Spouse),https://www.nycourts.gov/forms/summons-paternity-non-party-spouse-or-former-spouse?topic=611&wrapped=true,5-1b,"Family Forms, Family - Paternity",,https://www.nycourts.gov/media/13146|https://www.nycourts.gov/media/13151|https://www.nycourts.gov/media/13156,https://webfiles.nycourts.gov/public/2025-12/5-1b.pdf|https://webfiles.nycourts.gov/public/2025-12/5-1b_0.doc|https://webfiles.nycourts.gov/public/2025-12/5-1b.wpd,5-1b.pdf|5-1b_0.doc|5-1b.wpd
5-9,Remand Commitment (Undertaking) - Paternity,https://www.nycourts.gov/forms/remand-commitment-undertaking-paternity?topic=611&wrapped=true,5-9,"Family Forms, Family - Paternity",,https://www.nycourts.gov/media/12346,https://webfiles.nycourts.gov/public/2025-12/5-9.pdf,5-9.pdf
5-15,Petition to Vacate Acknowledgment of Paternity,https://www.nycourts.gov/forms/petition-vacate-acknowledgment-paternity?topic=611&wrapped=true,5-15,"Family Forms, Family - Paternity",,https://www.nycourts.gov/media/14886|https://www.nycourts.gov/media/14891,https://webfiles.nycourts.gov/public/2025-12/5-15.pdf|https://webfiles.nycourts.gov/public/2025-12/5-15.docx,5-15.pdf|5-15.docx
5-C-5,Summons (Surrogacy Agreement or Assisted Reproduction),https://www.nycourts.gov/forms/summons-surrogacy-agreement-or-assisted-reproduction?topic=611&wrapped=true,5-C-5,"Family Forms, Child-Parent Security Act",,https://www.nycourts.gov/media/16136|https://www.nycourts.gov/media/16141,https://webfiles.nycourts.gov/public/2025-12/form-5-c-5.pdf|https://webfiles.nycourts.gov/public/2025-12/form-5-c-5.docx,form-5-c-5.pdf|form-5-c-5.docx
5-C-6,Report of Birth of Child,https://www.nycourts.gov/forms/report-birth-child?topic=611&wrapped=true,5-C-6,"Family Forms, Child-Parent Security Act",,https://www.nycourts.gov/media/16146|https://www.nycourts.gov/media/16151,https://webfiles.nycourts.gov/public/2025-12/5-c-6.pdf|https://webfiles.nycourts.gov/public/2025-12/5-c-6.docx,5-c-6.pdf|5-c-6.docx
6-1,Petition for Appointment As Guardian of a Person Or Permanent Guardian,https://www.nycourts.gov/forms/petition-appointment-guardian-person-or-permanent-guardian?topic=611&wrapped=true,6-1,"Family Forms, Termination of Parental Rights - Guardianship",,https://www.nycourts.gov/media/14041|https://www.nycourts.gov/media/14046,https://webfiles.nycourts.gov/public/2025-12/6-1.pdf|https://webfiles.nycourts.gov/public/2025-12/6-1.docx,6-1.pdf|6-1.docx
6-1-a,Petition by Person Over 14 for Appointment of Guardian of a Person or Permanent Guardian,https://www.nycourts.gov/forms/petition-person-over-14-appointment-guardian-person-or-permanent-guardian?topic=611&wrapped=true,6-1-a,"Family Forms, Termination of Parental Rights - Guardianship",,https://www.nycourts.gov/media/15531|https://www.nycourts.gov/media/15536,https://webfiles.nycourts.gov/public/2025-12/6-1-a.pdf|https://webfiles.nycourts.gov/public/2025-12/6-1-a.docx,6-1-a.pdf|6-1-a.docx
6-1-b,Petition by Person on Behalf of Person Under 21 for Appointment of Guardian of a Person or Permanent Guardian,https://www.nycourts.gov/forms/petition-person-behalf-person-under-21-appointment-guardian-person-or-permanent-guardian?topic=611&wrapped=true,6-1-b,"Family Forms, Termination of Parental Rights - Guardianship",,https://www.nycourts.gov/media/15541|https://www.nycourts.gov/media/15546,https://webfiles.nycourts.gov/public/2025-12/6-1-b.pdf|https://webfiles.nycourts.gov/public/2025-12/6-1-b.docx,6-1-b.pdf|6-1-b.docx
6-1-c,Petition for Appointment of Kinship Guardian [Subsidized Kinship Guardian Program] and/or Permanent Guardian,https://www.nycourts.gov/forms/petition-appointment-kinship-guardian-subsidized-kinship-guardian-program-andor-permanent?topic=611&wrapped=true,6-1-c,"Family Forms, Termination of Parental Rights - Guardianship",,https://www.nycourts.gov/media/15551|https://www.nycourts.gov/media/15556,https://webfiles.nycourts.gov/public/2025-12/6-1-c.pdf|https://webfiles.nycourts.gov/public/2025-12/6-1-c.docx,6-1-c.pdf|6-1-c.docx
6-3,Preference of Minor Over 14 Years of Age,https://www.nycourts.gov/forms/preference-minor-over-14-years-age?topic=611&wrapped=true,6-3,Family Forms,,https://www.nycourts.gov/media/14916|https://www.nycourts.gov/media/14921|https://www.nycourts.gov/media/14931,https://webfiles.nycourts.gov/public/2025-12/6-3.pdf|https://webfiles.nycourts.gov/public/2025-12/6-3.doc|https://webfiles.nycourts.gov/public/2025-12/6-3.wpd,6-3.pdf|6-3.doc|6-3.wpd
6-4,"Waiver of Process, Renunciation Or Consent to (Letters of Guardianship) (Standby Guardianship)",https://www.nycourts.gov/forms/waiver-process-renunciation-or-consent-letters-guardianship-standby-guardianship?topic=611&wrapped=true,6-4,"Family Forms, Termination of Parental Rights - Guardianship",,https://www.nycourts.gov/media/16601|https://www.nycourts.gov/media/16606|https://www.nycourts.gov/media/16611,https://webfiles.nycourts.gov/public/2025-12/6-4.pdf|https://webfiles.nycourts.gov/public/2025-12/6-4.doc|https://webfiles.nycourts.gov/public/2025-12/6-4.wpd,6-4.pdf|6-4.doc|6-4.wpd
6-4,"Waiver of Process, Renunciation or Consent to Letters of Guardianship/Standby Guardianship",https://www.nycourts.gov/forms/waiver-process-renunciation-or-consent-letters-guardianshipstandby-guardianship?topic=611&wrapped=true,6-4,"Family Forms, Termination of Parental Rights - Guardianship",,https://www.nycourts.gov/media/16601|https://www.nycourts.gov/media/16606|https://www.nycourts.gov/media/16611|https://www.nycourts.gov/media/27101|https://www.nycourts.gov/media/27106,https://webfiles.nycourts.gov/public/2025-12/6-4.pdf|https://webfiles.nycourts.gov/public/2025-12/6-4.doc|https://webfiles.nycourts.gov/public/2025-12/6-4.wpd|https://webfiles.nycourts.gov/public/2026-03/form-6-4-guardianship-waiver-and-consent-by-parents-etc-ncfc.pdf|https://webfiles.nycourts.gov/public/2026-03/form-6-4-guardianship-waiver-and-consent-by-parents-etc-ncfc-fillable.pdf,6-4.pdf|6-4.doc|6-4.wpd|form-6-4-guardianship-waiver-and-consent-by-parents-etc-ncfc.pdf|form-6-4-guardianship-waiver-and-consent-by-parents-etc-ncfc-fillable.pdf
7,Report of Investigation (Private Placement),https://www.nycourts.gov/forms/report-investigation-private-placement?topic=611&wrapped=true,7,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/17741|https://www.nycourts.gov/media/17746|https://www.nycourts.gov/media/17751,https://webfiles.nycourts.gov/public/2026-01/adop7.pdf|https://webfiles.nycourts.gov/public/2026-01/adop7.doc|https://webfiles.nycourts.gov/public/2026-01/adop7.WPD,adop7.pdf|adop7.doc|adop7.WPD
7-1,Recognizance to Produce Child,https://www.nycourts.gov/forms/recognizance-produce-child?topic=611&wrapped=true,7-1,"Family Forms, Person in Need of Supervision (PINS)",,https://www.nycourts.gov/media/16701|https://www.nycourts.gov/media/16706,https://webfiles.nycourts.gov/public/2026-01/7-1.pdf|https://webfiles.nycourts.gov/public/2026-01/7-1.WPD,7-1.pdf|7-1.WPD
7-1a,Warrant of Arrest (w/ aliases) (PINS),https://www.nycourts.gov/forms/warrant-arrest-w-aliases-pins?topic=611&wrapped=true,7-1a,"Family Forms, Person in Need of Supervision (PINS)",,https://www.nycourts.gov/media/13606|https://www.nycourts.gov/media/13611|https://www.nycourts.gov/media/13616,https://webfiles.nycourts.gov/public/2025-12/7-1a_0.pdf|https://webfiles.nycourts.gov/public/2025-12/7-1a.docx|https://webfiles.nycourts.gov/public/2025-12/7-1a_1.WPD,7-1a_0.pdf|7-1a.docx|7-1a_1.WPD
7-9,Petition for Termination of Placement,https://www.nycourts.gov/forms/petition-termination-placement?topic=611&wrapped=true,7-9,"Family Forms, Person in Need of Supervision (PINS)",,https://www.nycourts.gov/media/16711,https://webfiles.nycourts.gov/public/2026-05/7-9.pdf,7-9.pdf
7-11,Petition for Discontinuance of Treatment,https://www.nycourts.gov/forms/petition-discontinuance-treatment?topic=611&wrapped=true,7-11,"Family Forms, Person in Need of Supervision (PINS)",,https://www.nycourts.gov/media/16721|https://www.nycourts.gov/media/16726,https://webfiles.nycourts.gov/public/2026-01/7-11.pdf|https://webfiles.nycourts.gov/public/2026-05/7-11.docx,7-11.pdf|7-11.docx
10-7a,Summons - Child Abuse,https://www.nycourts.gov/forms/summons-child-abuse?topic=611&wrapped=true,10-7a,Family Forms,,https://www.nycourts.gov/media/14716|https://www.nycourts.gov/media/14721|https://www.nycourts.gov/media/14726,https://webfiles.nycourts.gov/public/2025-12/10-7a.pdf|https://webfiles.nycourts.gov/public/2025-12/10-7a.doc|https://webfiles.nycourts.gov/public/2025-12/10-7a.WPD,10-7a.pdf|10-7a.doc|10-7a.WPD
10-7b,Warrant (w/ aliases) - Child Abuse/Child Neglect,https://www.nycourts.gov/forms/warrant-w-aliases-child-abusechild-neglect?topic=611&wrapped=true,10-7b,"Family Forms, Child Protective",,https://www.nycourts.gov/media/12516|https://www.nycourts.gov/media/12521|https://www.nycourts.gov/media/12526,https://webfiles.nycourts.gov/public/2025-12/10-7b.pdf|https://webfiles.nycourts.gov/public/2025-12/10-7b.doc|https://webfiles.nycourts.gov/public/2025-12/10-7b.wpd,10-7b.pdf|10-7b.doc|10-7b.wpd
10-7c,Summons - Child Neglect,https://www.nycourts.gov/forms/summons-child-neglect?topic=611&wrapped=true,10-7c,"Family Forms, Child Protective",,https://www.nycourts.gov/media/12731|https://www.nycourts.gov/media/12736|https://www.nycourts.gov/media/12741,https://webfiles.nycourts.gov/public/2025-12/10-7c.pdf|https://webfiles.nycourts.gov/public/2025-12/10-7c_1.doc|https://webfiles.nycourts.gov/public/2025-12/10-7c.WPD,10-7c.pdf|10-7c_1.doc|10-7c.WPD
10-15,Petition For Release of Responsibility Under Order of Placement,https://www.nycourts.gov/forms/petition-release-responsibility-under-order-placement?topic=611&wrapped=true,10-15,"Family Forms, Child Protective",,https://www.nycourts.gov/media/14301|https://www.nycourts.gov/media/14306,https://webfiles.nycourts.gov/public/2025-12/10-15.pdf|https://webfiles.nycourts.gov/public/2025-12/10-15.docx,10-15.pdf|10-15.docx
10-27,Petition for Extension of Supervision,https://www.nycourts.gov/forms/petition-extension-supervision?topic=611&wrapped=true,10-27,"Family Forms, Child Protective",,https://www.nycourts.gov/media/13701|https://www.nycourts.gov/media/13706,https://webfiles.nycourts.gov/public/2025-12/10-27.pdf|https://webfiles.nycourts.gov/public/2025-12/10-27.docx,10-27.pdf|10-27.docx
10-A,Supplemental Affidavit (Agency),https://www.nycourts.gov/forms/supplemental-affidavit-agency?topic=611&wrapped=true,10-A,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/17796,https://webfiles.nycourts.gov/public/2026-05/adop-10a.pdf,adop-10a.pdf
10-B,Supplemental Affidavit (Private Placement),https://www.nycourts.gov/forms/supplemental-affidavit-private-placement?topic=611&wrapped=true,10-B,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/17806|https://www.nycourts.gov/media/17811,https://webfiles.nycourts.gov/public/2026-01/adop-10b.pdf|https://webfiles.nycourts.gov/public/2026-01/adop-10b.docx,adop-10b.pdf|adop-10b.docx
17,Petition For Enforcement of Post-adoption Contact Agreement (after Adoption Finalization),https://www.nycourts.gov/forms/petition-enforcement-post-adoption-contact-agreement-after-adoption-finalization?topic=611&wrapped=true,17,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/18116|https://www.nycourts.gov/media/18121,https://webfiles.nycourts.gov/public/2026-01/adop17.pdf|https://webfiles.nycourts.gov/public/2026-01/adop17.docx,adop17.pdf|adop17.docx
21-A,Petition for Temporary Guardianship,https://www.nycourts.gov/forms/petition-temporary-guardianship?topic=611&wrapped=true,21-A,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/18141|https://www.nycourts.gov/media/18146,https://webfiles.nycourts.gov/public/2026-01/adop21-a.pdf|https://webfiles.nycourts.gov/public/2026-01/adop21-a.docx,adop21-a.pdf|adop21-a.docx
26,Petition for Extension of Expired Certification,https://www.nycourts.gov/forms/petition-extension-expired-certification?topic=611&wrapped=true,26,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/18241|https://www.nycourts.gov/media/18246,https://webfiles.nycourts.gov/public/2026-01/adop26.pdf|https://webfiles.nycourts.gov/public/2026-01/adop26.docx,adop26.pdf|adop26.docx
28,Petition for Registration of Foreign Adoption Order,https://www.nycourts.gov/forms/petition-registration-foreign-adoption-order?topic=611&wrapped=true,28,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/18311|https://www.nycourts.gov/media/18316,https://webfiles.nycourts.gov/public/2026-01/adop28.pdf|https://webfiles.nycourts.gov/public/2026-01/adop28.docx,adop28.pdf|adop28.docx
29a,Petition for Adult Adoption,https://www.nycourts.gov/forms/petition-adult-adoption?topic=611&wrapped=true,29a,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/18336|https://www.nycourts.gov/media/18341,https://webfiles.nycourts.gov/public/2026-01/adop29a.pdf|https://webfiles.nycourts.gov/public/2026-01/adop29a.docx,adop29a.pdf|adop29a.docx
30,Petition For Access to Sealed Birth Certificate,https://www.nycourts.gov/forms/petition-access-sealed-birth-certificate?topic=611&wrapped=true,30,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/18361|https://www.nycourts.gov/media/18366,https://webfiles.nycourts.gov/public/2026-01/adop30.pdf|https://webfiles.nycourts.gov/public/2026-01/adop30.docx,adop30.pdf|adop30.docx
358-a-1,Petition for Approval of an Instrument,https://www.nycourts.gov/forms/petition-approval-instrument?topic=611&wrapped=true,358-a-1,"Family Forms, Foster Care Placement",,https://www.nycourts.gov/media/15461|https://www.nycourts.gov/media/15466,https://webfiles.nycourts.gov/public/2025-12/358-a-1.pdf|https://webfiles.nycourts.gov/public/2025-12/358-a-1.docx,358-a-1.pdf|358-a-1.docx
358-a-4,Temporary Order Approving Placement Instrument,https://www.nycourts.gov/forms/temporary-order-approving-placement-instrument?topic=611&wrapped=true,358-a-4,"Family Forms, Foster Care Placement",,https://www.nycourts.gov/media/15486|https://www.nycourts.gov/media/15491,https://webfiles.nycourts.gov/public/2025-12/358-a-4.pdf|https://webfiles.nycourts.gov/public/2025-12/358-a-4.docx,358-a-4.pdf|358-a-4.docx
358-a-6,Petition for Pre-placement Approval of Standby Placement Instrument,https://www.nycourts.gov/forms/petition-pre-placement-approval-standby-placement-instrument?topic=611&wrapped=true,358-a-6,"Family Forms, Foster Care Placement",,https://www.nycourts.gov/media/15506|https://www.nycourts.gov/media/15511,https://webfiles.nycourts.gov/public/2025-12/358-a-6.pdf|https://webfiles.nycourts.gov/public/2025-12/358-a-6.docx,358-a-6.pdf|358-a-6.docx
DOH-1928,Report of Adoption (to be completed and certified by the court),https://www.nycourts.gov/forms/report-adoption-be-completed-and-certified-court?topic=611&wrapped=true,DOH-1928,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/17021,https://webfiles.nycourts.gov/public/2026-01/doh-1928-1.pdf,doh-1928-1.pdf
GF-2,Summons - General,https://www.nycourts.gov/forms/summons-general?topic=611&wrapped=true,GF-2,"Family Forms, General - Family",,https://www.nycourts.gov/media/20536|https://www.nycourts.gov/media/20541,https://webfiles.nycourts.gov/public/2026-01/gf-2.pdf|https://webfiles.nycourts.gov/public/2026-01/gf-2.WPD,gf-2.pdf|gf-2.WPD
GF-3,Warrant of Arrest,https://www.nycourts.gov/forms/warrant-arrest?topic=611&wrapped=true,GF-3,Family Forms,,https://www.nycourts.gov/media/12781|https://www.nycourts.gov/media/12791,https://webfiles.nycourts.gov/public/2025-12/gf-3_0.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-3.WPD,gf-3_0.pdf|gf-3.WPD
